Kullanici,Tarih,Puan,Yorum,Marka,Urun,Kaynak_Dosya
**** ****,1759963305015,5,Süper gerçekten beğendim 3 yıldır kullandığım fondöten parlak bitişli ince yapılı tenimle uyumlanıyor iyiki var ya,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
İ** N**,1694881892964,5,"tam cilt tonumu buldum,beyaz tenden buğdaya doğru bir renge sahipseniz tam oturuyor rengi.Kivami da yoğun değil o yüzden sevdim",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
B** P**,1723740170646,4,Baya açık renk ablama aldım beyaz tenlilere tam oluyor kapatıcılık olarak ince yapılı olduğu için çok fazla performans beklemeyin ama cildi canlı ve parlak gösteriyor,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
H** B** Y**,1735448101184,5,Çok sevdiğim ve sürekli kullandığım bi ürün,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1762013893492,5,Çok güzel beğendim beyaz tenliyim bu ton bana uydu teşekkürler,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Leyla B.,1694436838028,5,kullandigim bi üründü çok iyi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1732663520612,5,Mükemmel kapatıyor ayrıca ağırlık da hissetmiyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** K**,1740667023193,5,Kesinlikle tam istediğim gibi bi fondöten tavsiye ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
H** K**,1758533001885,5,Çok beğendim cildimde uydu,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
N** B** Ö**,1750403722990,5,"ilk fondotenimdir kendisi.. yıllardır kullanırım, diğer markalardan ayıran en büyük özelliği bence ciltteki doğal duruşu. yapısı gereği mat bir bitişe sahip kışın biraz kuru durabiliyor ama tam olarak yaz ürünü oldugunu düşünüyorum. yüzdeki o sıcağın verdiği ter,nem vs makyajı dağıtacak şeyleri zaten yapısı mat oldugu için dengeliyor parlak sağlıklı bir cilt gibi duruyor cildiniz.. hatta ilk sürdüğünüz andaki duruşundansa 1 2 saat sonraki duruşu çok çok daha kusursuz çünkğ ciltle de bütünleşmiş oluyor.. kısacası biraz nazlı ama koşullar uygun olunca harika bir fondoten",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** A**,1699743453910,5,tek kullandığım fondöten gerçekten özel gün kurtaricisi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
ş** B**,1731577287982,5,Ürün çok güzel bittikçe tekrar kullanacağım bir ürün,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
k** k**,1708689839627,5,Beyaz tenliyim tam oldu rengi günlük kullanima uygun yapisi incecik kapaticiligi da yeterli,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
k** k**,1684693384969,5,Güzel bir ürün kapatıcılığı güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
f** p**,1737066032598,5,fav fondotenim yapisi harika,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1746784095903,5,Ürünün rengi bana tam uydu natürel rengini almıştım çok beğendim cildinizde fondöten var hissi uyandırmıyor ve çok iyi kapatıcılıkta almanızı tavsiye ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
R** A**,1748472804065,5,Aşırı güzel fondoten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1739225321151,5,çok çok çok güzel beğendim sorunsuz geldi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
T** G**,1740135697541,5,İncecik yapısı çok güzel  açık buğday tenliyim 1 n aldım,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
D** G**,1746969917177,5,her zaman kullandığım fondoten bayılıyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
e** a** s**,1756029027436,5,çok güzel rengi tam tenime uydu. ufak hediye için tşkler,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
F** C**,1738129079597,5,Çok güzel bir nemli kuru ciltlerde kullanabilir,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1709724026455,5,Karma yağlı ciltlere tavsiyem çok hafif bir ürün,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1747400303141,5,Daha önce bir kere almıştım çok beğendiğim için 2 tane daha aldım hızlı özenli teslim edildi teşekkürler,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
H** K**,1734900915919,5,çok güzel bir fondöten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1723188760417,5,çok güzel bir fondöten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1718288376652,5,Çok beğendim çok memnun kaldım kesinlikle tavsiye ediyorum. 😊,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
A** Ş**,1746973154591,5,Mükkemmel bir ürün tam fiyat performans bayıldııımm kesinlikle tavsiye ediyorum❤️,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1702128817767,5,Ciltte çok iyi duran bir fondöten. Kapatıcılığı çok yok ancak cilt tonunu güzel eşitliyor ve ciltte ağırlık yapmıyor. Tam istediğim gibi . 2. kutumu aldım,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
i** g**,1715769028149,5,yüksek kapatıcıligi yok ama benim ilk fondöten bence günlük kullanim için çok uygun,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
s** ç**,1744997539487,5,çok kaliteli indirimle aldım çok teşekkür ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1739308279027,5,"Harika bir ürün ,kapatıcılığı ve kalıcılığı harikaaa",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Esra A.,1749363829831,5,yıllardır kullanıyorum cok iyi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
D** K** R**,1699947349445,5,Daha önce kullandığım memnun kaldığım üründü bıraz açık 1N ivory ama ben açık tenliyim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
A** K**,1743098788014,5,Her zaman kullandığım fondöten çok doğal ve yüzünüze rahatsızlık vermiyor kapatıcılığı da ideal,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Ü** D**,1772904979443,3,İlk defa fondeten aldim influserlardan baktım önerilere beyaz tenliyim ama asiri beyazda degil ablamda bugday tenli onunla beraber kullanabileceğimiz bir renk aramıştım ama ben yanlis aldim 1N aldim asla almamama gerekeni yinede guzel durdu,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
E** P**,1742581984482,5,daha önce kullandım bir krem beğendim tavsiye ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1708280596242,4,güzel biraz sıvı diğer fondötenlere göre ama kolay dağıtabildim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
P** Y**,1733144062598,5,Uzun zamandır kullandığım ürün çok beğenerek kullanıyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1737028783882,5,Her zaman kullandığım fondoten 2 tane aldım  🩷 tester için teşekkür ederim 🙏🏻,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** Y**,1695545494381,5,"Bu fondötene bayılıyorum, yapısı, hafifliği,kokusu çok güzel , kapatıcılığı da epeyce güzel , dayanamadım kullandım, beyaz tenliyim ve normalde tonumu hiç bulamam ama bu tam oldu bendeki 1N",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
m** E**,1689190478984,5,daha önceden kullandığım bir fondötendi ışıl ışıl yumuşak bir yapısı var yüzde asla ağırlık yapmıyor,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
E** Ç**,1739991147728,5,Sürekki kullandığım fondoten 1R kullanıyordum bunu kullanayım dedim çok hoş,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Ü** G** K**,1707819057357,5,Loreal paris urunleri benim için bir başkadır çok memnunum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Ö** Y**,1701022139350,5,şu an bunu kullanıyorum stoklamak için aldım kapatıcılığı yüksek değil ama cilt tonunuzu eşitliyor ve ağırlık yapmıyor,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1694723964815,5,Çok ama çok güzel  yumuşacık  alın pişman olmazsınız,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
z** e**,1731794449438,5,porselen cilt görüntüsü harikaa başarılı bir fondöten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Elif D. A.,1747471198537,5,Sürekli kullandığım bir Fondeten çok memnunun kapatıclığı orta ıslak bitişi var ben severek kullanıyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
A** G** G**,1724450409741,5,çok güzel kapatmadan idare eder renk tonunu bu sefer tam tutturdum o yüzden sevdim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
H** F**,1744713254438,5,Yumuşacık bir yapısı var karma cildim var asla pütürlü durmadı buğday tenliyim iyi oldu bence,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
L** B**,1745343464133,5,"paketlemesi iyiydi bı zarar görmemişti . güzel bir fondöten  günlük kullanım için bir damlası bile bütün yüzüme yeti , beğendim.",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
G** Ş**,1754306288279,5,Ürünlerim sağlam şekilde teslim edildi çok güzel içiniz rahat şekilde sipariş edebilirsiniz hediye içinde ayrıca teşekkür ederim ✨💐,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
didem g.,1720355239639,5,Hızlıca geldi çok severek kullandığım bir fondoten bulaşma yapmıyor cildinizi yumuşacık yapıyor,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
N** T**,1685200231642,5,"Uzun süredir kullandığım bir ürün gayet güzel kuru ciltliyim iyi bir nemlendirici ile kullandığımda pullanma yapmıyor kapayıcılığı iyi, yaşadığım ilçede kargo firması olmamasına rağmen kargo 4 günde geldi, paketleme iyiydi",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
G** Ç** A**,1726207854515,5,Sürekli kullanıyorum çok memnunum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
D** M** C** D**,1721833349201,5,Çok severek kullandığım bir ürün,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
T** K**,1712012416386,5,bittikce tekrar aliyorum cildi cok saglikli isil isil gosteriyor kapaticiligi da orta,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Ö** Ç**,1735650016027,4,Aylardır kullanıyorum kapatıcılık iyi güzel ürün tavsiye edilir,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1757674262880,2,geçen yaptığım yorumdan sonra cildime dün kullandım ama bir bütünleşme olmadı kırışıklari daha belirgin hale getirdi memnun kalamadim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Zeynep K.,1748775387432,5,Yorumlara bakarak aldım çok memnunum hemen ikincisini sipariş ettim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Filiz Y.,1749051551304,5,favori kapatıcım teşekkür ederim hemen geldi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Zeynep S.,1746019507913,5,Hep kullandığım fondöten günlük güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
B** A** k**,1700308790486,5,Dünyanın en güzel fondöteni kendi cildim gibi duruyor mükemmel 🥰,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
K** P**,1705700144839,5,çok güzel. Hafif duruyor yüzde. Günlük için uygunnnn,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
P** K**,1684821237537,5,yıllardır kullandığım fondöten cilde bakim yapiyor ayni zamanda .,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
n** a**,1744366880443,5,kullandığım en iyi fondöten🫶🏻,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
İ** Y**,1725190547841,5,Dokusu duruşu çok güzel. Beyaz tenliyim tam oldu,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** g**,1755717040921,5,paketleme çok güzel olmuş hediye için teşekkür ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1746033399331,5,indirimde almıştım fotoğrafta olduğu gibi geldi çok iyii,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
B** L**,1735832275987,5,beyaz tenliyim daha önceden 1.5N kullanmıştım köyü gelmişti 1N tam oldu,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Z** K** K**,1731792342489,5,Yapısına bayıldım hafif cilti mükemmel gösteriyor,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1737517956237,5,Çok güzel ürün ben çok beğendim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
E** A**,1719681562716,5,Arkadaşa aldık memnun kaldı,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
R** G**,1745828179429,5,Buğday tenliyim tam oldu şok ince yapılı asla fondoten sürdüğüm belli olmuyor,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1720354657950,4,Tüm yüzünüz için 1 pump yeterli oluyor. Kapatıcılık için eğer akneli bir cildiniz var ise sizlik bir ürün değil çünkü pul pul olur. Kapatıcılık acısından eh işte full cover beklemeyin doğal gözüken bir fondöten cildi güzel eşitliyor mat bitişli ben sevdim benim kriterlerime uygun bir yapısı var. Açık tenliyim açık tenliler için her türlü rengi olur.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
D** B**,1738672140573,5,Kapatıcılığı çok güzel hafif yapıda bir ürün beyaz tenli olanlar için uygun ben çok beğendim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
N** B**,1731013314686,5,Güzel kullandığım bi üründü zaten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
N** B**,1689165258190,5,Tereddüt ederek almıştım. yaklaşık 20gündür kullanıyorum.  iyiki almışım. çok güzel . tam tenime uyum sağladı. cildim çok kuru. altına nemlendirici kullanınca daha güzel duruyor. bazı günler altına nemlendirici sürmüyorum yine güzel duruyor. ayrıca çok az yeterli oluyor . uzun süre gider diye düşünüyorum.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1744272861595,5,Henüz yüzümde denemedim ama elimde tes için Bi damla sıktım çok yoğun ve güzel açık tenliyim 1N gayet idal,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
g** h**,1745048252094,4,urunu teslim aldim yapisi tonu gayet güzel beğendim sorunsuz geldi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
b** t**,1747125443689,5,cok kullanıslı guzel tavsiye ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
A** G**,1738670771140,5,Beyaz tenliyim ve çok güzel oturdu cildime 1N,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** k**,1736674962307,5,ürün gerçekten güzel devamlı kullandığım bir urun,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
E** D**,1686400860025,5,Ürün bence güzel buğdaydan beyaza yakın bir tenim var bu renk oldu tam,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
B** Ç**,1691414317970,5,Güzel sivilce yapmadı. Normal kalıp fondöten gibi durmuyor. Beyaz tenlilere uygun,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
A** T**,1737217246612,5,yanlış rengi almışım tenime göre ama yine de yapısı hafif olduğu için belli olmuyor çok güzel duruyor yapısına bayılıyorum aşırı bi kapatıcılığı yok,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
F** E**,1706104128831,5,İkinci kez alıyorum çok güzel ve yüzüme çok uyuyor,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Didem K.,1707845928571,5,Güzel kargolanmıştı.Temiz içerik kullanan biriyim ve günlük hayatta fondöten kullanmıyordum denemek istediğim için aldım ve bayıldım.Korktuğum gibi bir cilt görüntüsü vermedi yapısı çok hoş 😍 Ig:@didemkolemen,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
E** T**,1735387412816,5,Cilt tonu eşitleniyo sürdükten sonra bayıldım,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
s** s**,1719058058511,5,Ben çok sevdim hafif ama iyi kapatiyor.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
D** Y**,1720266616317,5,Arkadaşlarım önerdiği için almıştım. Çok bir kapatıcılığı yok ama pürüzsüz gösteriyor. Beğendim.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
C** A**,1714924142660,5,zaten daha önceden kullandığım bir ürün rengi notr ve gayet acik cildi cok saglikli gosteriyor kapaticiligi orta,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** U**,1711829697729,5,Çok güzel bir ürün rengi açık,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
A** Ö**,1734379828620,4,Kesinlikle tavsiye ediyorum çok güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
N** C**,1691758141101,5,Ürün orijinal ikinci alışım cidden yapısı çok güzel direk sizin cilt tonunuza göre şekil alıyor ben ikisininde de en açık 1N aldım aşırı beyaz değil ruh gibi yapmıyor  normal gayet kapatıcılığı da gayet güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Büşra B.,1743187607103,5,Bayıldım. Cildim kuru. Fondotenin yapısı ince. Yüzde ağırlık yapmıyor. Örtücülüğü bana göre iyi. 😍😍,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** A** e**,1724851495842,5,Dokusu güzel hafif simi var rengi şöyle,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
D** A**,1684857664354,4,süper iyi ki almışım aradımı buldum👍,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1706870238855,5,"nötr alt ton olması aşırı iyi, beyaz tenlilere de olabilecek bir renk",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
e** s**,1716060551310,3,cok islak bitisli cilte butunlesiyi fazla bi kapaticiligi yok ama ben cok begendim sari alt tonluyum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
N** F**,1722027960799,5,aşırı iyi bir fondöten 4. kutumu aldım,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
N** K**,1747821212332,5,Çok güzel beğendim tavsiye ederim ince bir yaptısı var,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
M** N** A**,1696529144931,5,Hep kullanıyorum çok memnunum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
M** B**,1704464710028,4,Paketleme oldukça özenliydi. Ürün orijinal ve güzel beğeniyorum bunu daha önce de kullanmıştım,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
H** A**,1690587490824,5,Çok güzel paketlenmişti çok teşekkür ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
A** A**,1745068034446,5,Bayıldıııııımmmmm paketlenmesi de çok güzel di,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** S**,1752339669479,5,ürünü kendi satıcısından aldım açık buğday arası bir tene sahibim bana bir tık açık oldu ama karma cildime çok iyi geldi ben sevdim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1738609530760,5,Ürün çok beğendim elime hızlı ve temiz ulaştı yapısı incecik çok hafif sürülmesi ve kullanımı çok iyi alın aldırın mükemmel😻💗,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1755038522313,5,tam tenime uygun ve çok güzel birde hediye için teşekkür ederiz,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
a** y**,1701938422439,5,İndirimden aldım severek kullanıyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
J** E**,1711644227201,5,Ürünlere bayılıyorum. Hepsi birbirinden güzel. Hediye için teşekkür ederim.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
B** V**,1740741978572,5,Severek kullanıyorum bittikçe alıyorum deneyin pişman olmazsın,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
y** b**,1742626626476,4,yapisi ince yuzde cok guzell butunlesiyor beğenerek kullanıyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
E** G**,1708684887530,5,Harika bir kapatıcı. yağsız ve pürüzsüz bir cilt yaratıyor.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** K**,1742553616995,5,Cok severek kullaniyorum 2. Kutum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
m** b**,1732979574363,5,Yapısına bayıldım yumuşacık adeta cildiniz gibi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
L** H**,1713074336186,5,"güzel bir fondöten, ortalamadan bir az beyazım 1N IVORY rengi tam oldu. çok fazla ışıltı yok ama çok mat da değil, günlük kullanıma uygun şikayet edilecek hele bu fiyata bir yanını görmedim.",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
B** ö**,1716686567979,5,gerçekten bir numaralı fondöten 💪,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Aybahar Ç.,1755172112450,5,Sürekli kullandığım fondöten çok memnunum sorunsuz geldi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Ayça A.,1730753171729,5,Tam istediğim renkte Fondöten beyaz tenliler için...,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
D** Ş**,1748787603604,5,Hep 1.5 n kullanıyordum yüzüme hafif notr kaldığını düşündüm şimdi 1N aldım ikisini bir kullanınca tam rengimi yakaladım artık hep karıştırıp kullanıcam,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
T** K** E**,1701373919495,5,Beğenerek kullandığım bir ürün,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1699541029943,5,sıvımsı kesinlikle ağırlık yapmayan güzel bir ürün @bilgeatl önersii,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Fadime K.,1748002743456,5,Ürün orijinal sistemden sorgulattım. Her zaman kullandığım ürün . Kullanmadan önce yüzünüzü çok iyi nemlendirirseniz inanılmaz güzel bir fondöten. Özellikle beyaz tenliler ve beyaz tene yakın kişiler için uygundur . Kesinlikle tavsiye ederim.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
E** İ** T**,1702633994567,5,Yıllardır kullandığım fondoten günlük makyajlarda efso,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1735315809570,5,ürünü daha kullanmadım ama sıkıntısız elime ulaştı teşekkür ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Z** A** B**,1685989195058,4,Yapısı ıslak bitişli ve güzel tonuma tam uydu,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1740729518302,5,Sürekli kullanıyorum çok memnunum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Ş** Ç**,1701799622124,5,Uzun zamandır kullandığım bir ürün. Severek kullanıyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Ş** O**,1742114505503,5,Açık buğdayım daha once 2R kullandım biraz koyu kalıyordu ama bu mukemmel oldu,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
K** M**,1689694257119,5,Çok açık tenliyim bana rengi tam oldu. Cilde uyum sağlıyor. Doğal bitişli.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Z** H** A**,1762017965093,5,Çok güzel bir ürün kapatıcılığı falan çok güzel paketlemesi de güzel bir şekilde geldi çok beğendim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
M** Y**,1695989632363,4,ilkkez aldim yoğun bir kivamda degil evet çok kapatıcılığı yok. ama guzel bana ton olarak bi tık açık geldi buğday tenli oldugumdan,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
G** K**,1702491993932,5,gayet guzel kapaticiligida iyi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1701082862762,5,hediye aldım çok beğenildi teşekkürler,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
F** T**,1712009174162,4,Hem nemlendirici hem de kapatıcılık açısından sevdiğim bir ürün,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
M** Ö**,1729973947389,5,Her zaman kullandığım bir ürün mükemmel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
F** k** s**,1711633111973,5,hep kullandığım çok güzek,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1697969564453,5,Vala mükemmel ürün ilk kullandıktan sonra artik başka bir şey kullanamicam  dedim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
i** n** y**,1742568404676,5,açık tenliyim ve galiba ilk defa ten rengime uyan bir fondötene sahip oldum yapısı duruşu çok güzel 💖💖💖😍,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
F** E**,1714068536417,5,çok memnun kaldığım bir ürün ince bir yapısı olmasına rağmen lekeleri güzel kapatıyor,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
